Genes	B	CD4	CD8	CLP	CMP	Ery	GMP-A	GMP-B	GMP-C	HSC	LMPP	MEP	Mono	MPP	NK	pDC
ZPBP	1	0	0	0	6	0	0	0	0	1	0	22	0	1	5	0
IKZF1	55264	102407	71705	22160	41448	20391	10753	13179	32322	30998	29173	52405	48624	37233	73294	52220
FIGNL1	3928	1596	1332	2008	3531	1054	416	275	537	2038	3029	3500	450	2091	1151	1051
DDC	1	6	12	1	2	0	0	0	0	3	4	4	0	1	0	1
GRB10	1	266	75	745	5879	152	361	484	414	3444	1597	7132	448	3925	2	33
COBL	17	0	0	1163	4	0	2	45	201	15	168	4	0	13	0	1078
POM121L12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM2A	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SEC61G	1051	1746	1503	2919	2741	1157	287	158	188	1114	1669	1963	1184	1565	1793	2019
EGFR	2	3	5	0	0	0	0	0	0	0	0	7	0	0	0	0
LANCL2	1301	2296	1482	1029	5167	545	1414	1293	2390	2795	1892	7766	2367	3837	1282	2041
VOPP1	3809	4889	2411	1050	1804	419	207	266	263	1190	878	1815	2602	1354	4995	2639
SEPT14	0	3	1	0	1	0	0	0	0	0	0	1	1	0	0	2
MRPS17	156	247	227	186	546	105	37	123	143	285	274	847	231	531	183	207
ZNF713	176	169	123	237	341	370	19	12	24	431	283	527	211	380	122	55
GBAS	3145	4374	2946	3325	7748	1127	842	968	1707	5402	3030	13141	7346	5883	2399	1228
PSPH	87	172	117	678	1147	65	340	344	884	690	553	2127	256	1076	133	171
CCT6A	5830	10630	8389	13124	26689	7855	2983	3274	5005	14646	13727	37046	15895	20459	9067	4413
SUMF2	1867	3800	2381	1043	6317	338	1130	1204	2127	2933	2633	7726	3338	5098	2508	1155
PHKG1	14	40	44	6	11	2	3	16	0	4	11	15	19	22	22	30
CHCHD2	2330	4595	3140	3986	9458	2795	1623	1469	2642	4205	3664	10418	4682	6135	2710	1916
NUPR1L	0	2	0	1	5	0	0	0	0	11	6	6	3	24	0	2
ZNF479	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1
ZNF716	4	4	3	0	0	1	0	3	0	1	0	1	0	0	0	2
AC006455.1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
AC073188.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF727	478	60	83	350	237	0	37	19	9	481	158	202	2	396	424	42
ZNF679	3	1	2	0	3	1	0	2	0	2	2	0	1	3	2	0
ZNF736	3195	1849	1485	2956	2894	422	378	517	1208	2617	1969	2868	1034	2555	1309	2000
ZNF680	1382	1581	1387	1479	1935	217	208	230	265	1554	1264	1669	368	1748	989	196
ZNF107	12073	6210	4893	5656	4691	716	520	502	1154	3623	2776	3788	571	3643	2236	1413
ZNF138	1560	1539	1343	1412	1567	213	188	237	266	1039	905	1781	244	1255	810	402
ZNF273	1528	1327	1094	1455	1966	2062	294	224	442	984	676	2370	307	1154	488	415
ZNF117	2139	702	585	3870	2474	325	341	773	820	1185	1919	2651	752	1865	727	603
ERV3-1	1252	743	611	2368	2260	150	467	170	408	1270	1088	1576	1002	1616	737	579
ZNF92	12969	4721	4879	3910	5475	1045	1190	1491	1557	4070	2132	5555	2359	4965	3577	1794
AC104057.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VKORC1L1	1017	1924	1460	4201	12461	1691	972	1095	2411	5124	5304	19508	2436	7191	2350	1783
GUSB	766	1039	728	671	6136	858	1186	1144	2934	1286	1831	5556	3408	2118	1153	1558
ASL	10	47	15	8	214	4	58	10	395	68	88	343	270	123	99	54
AC068533.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRCP	575	1223	838	946	1141	287	124	211	305	863	483	960	911	925	1033	346
TPST1	936	235	279	250	972	0	21	23	3	588	104	100	337	470	137	94
AC008267.1	5	2	11	0	4	1	0	0	0	2	1	2	0	9	0	0
KCTD7	754	1561	1085	598	104	275	16	46	3	260	96	336	1203	132	1342	226
RABGEF1	77	85	50	38	172	15	16	56	1	93	59	70	215	93	75	23
TMEM248	8018	9022	6999	3868	10463	1984	1631	2013	6518	7255	4889	10706	9627	9478	6434	4897
TYW1	1432	2379	1914	1123	2734	395	413	302	371	1655	1530	3331	1715	2245	1880	1004
SBDS	3599	8280	5665	1239	3214	2432	374	329	706	4061	1386	3125	2935	3994	2177	1580
AUTS2	1566	1995	1436	2760	1951	3	1401	1421	3104	1069	1318	1406	58	1550	8911	2465
WBSCR17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CALN1	0	8	1	0	4121	0	579	334	23	9520	2807	1026	5	9058	2	3
POM121	4522	6682	4652	3034	10944	1554	2464	3169	5039	7148	4451	10972	7911	9280	8150	4887
TRIM74	10	34	20	6	19	2	0	0	0	39	7	12	5	52	7	5
AC005488.1	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	1
NSUN5	639	527	362	224	649	36	23	250	252	287	371	880	387	455	291	282
TRIM50	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
FKBP6	0	2	1	1	1	0	0	0	0	12	0	0	3	1	1	0
FZD9	0	0	0	0	8	0	1	0	0	0	0	1	0	0	0	0
BAZ1B	13760	20240	15974	20181	25627	14264	4316	5172	9358	12650	15100	31046	12068	15942	18991	18596
BCL7B	914	1895	1368	612	2622	284	361	841	2482	1504	913	2444	2264	2024	982	1638
TBL2	407	669	561	452	2048	73	306	176	344	1011	909	1819	1142	1137	576	349
MLXIPL	0	1	1	0	0	0	0	0	0	0	0	1	7	1	2	0
VPS37D	1	4	7	0	0	0	0	0	0	0	0	1	1	2	0	0
WBSCR22	1531	2769	1874	952	2622	210	563	175	439	1399	1054	3083	1985	2280	1496	1220
DNAJC30	227	435	253	86	138	34	7	35	120	142	76	341	192	246	222	60
STX1A	2	74	58	0	8	1	1	1	10	8	1	43	56	30	46	13
ABHD11	140	134	133	8	267	8	10	67	0	84	43	443	278	38	75	95
CLDN3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN4	2	17	1	20	9	0	0	6	0	2	0	30	8	11	2	0
WBSCR27	0	9	3	0	6	0	0	0	0	7	0	18	23	0	0	4
WBSCR28	0	4	1	0	1	0	0	0	0	0	1	0	0	0	0	0
ELN	2	0	1	0	33	1	0	0	0	184	34	2	0	87	8	0
LIMK1	397	166	234	29	285	5	57	140	546	240	156	202	1067	322	670	163
EIF4H	5602	8919	6646	9558	15739	3757	3299	3990	7854	10166	7495	16443	14349	13445	8116	11519
LAT2	5611	144	156	12901	9478	63	6279	9250	19850	6795	10788	2670	19088	9812	6291	34725
RFC2	423	496	453	782	1828	449	390	480	355	819	1214	3107	796	1168	598	495
CLIP2	243	34	18	184	1398	0	339	729	763	2004	758	866	933	2628	126	587
GTF2IRD1	10	31	1	98	134	1	12	15	35	90	65	364	5	135	1	78
GTF2I	22612	17418	15380	31326	52754	12906	4154	4218	9990	39165	29085	62025	25698	44126	23386	16980
NCF1	2088	4	14	92	129	0	3	0	71	51	18	38	6901	63	60	1436
GTF2IRD2	250	169	130	100	257	5	58	10	31	201	59	215	86	344	100	184
GATSL1	1	0	0	0	2	0	0	0	0	0	3	5	1	0	0	0
WBSCR16	99	212	175	41	374	45	76	193	122	236	143	609	193	356	145	197
GTF2IRD2B	262	280	189	373	347	16	21	24	114	270	159	322	109	284	165	111
GATSL2	3	3	1	4	19	13	0	4	0	11	3	27	8	4	6	4
AC006014.1	1	1	0	0	7	0	0	1	0	1	1	1	0	0	0	7
TRIM73	8	17	4	36	17	0	1	0	0	34	14	4	3	34	8	6
POM121C	5088	8101	5483	3934	8763	1446	1922	2158	6825	6067	4373	9629	7969	8077	8948	4437
HIP1	987	180	293	912	2810	83	540	778	3859	1424	1531	1489	4653	1859	1980	5122
CCL26	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0
CCL24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RHBDD2	1015	3367	2112	229	5454	71	407	356	1138	994	609	1608	2853	1912	1138	985
POR	60	318	188	34	263	3	111	144	982	140	145	357	1294	253	246	186
STYXL1	540	633	608	492	995	143	41	61	23	537	624	1055	1020	860	783	45
MDH2	2230	4529	3681	1064	13210	321	4410	4642	8129	6316	5177	16101	8039	9286	2541	4205
SRRM3	0	3	0	1	0	0	1	0	0	1	1	1	1	0	0	0
HSPB1	92	264	161	4	1019	29	330	398	554	1721	501	929	83	2422	59	41
YWHAG	3975	3249	2597	7403	35592	3822	13254	14033	28631	19070	14768	39567	22642	26249	3615	10859
ZP3	21	106	74	8	332	2	154	60	973	442	187	522	380	627	6	11
SRCRB4D	1	9	5	0	10	0	0	9	2	6	0	13	15	6	0	0
DTX2	202	229	159	26	261	2	12	85	191	176	248	406	753	325	202	659
UPK3B	38	22	16	11	4	0	0	0	0	4	2	8	21	2	20	19
POMZP3	338	539	361	280	261	161	5	30	96	338	164	296	272	279	399	78
CCDC146	492	1579	1570	629	604	62	60	26	107	1001	625	560	413	1037	1916	214
FGL2	1235	893	517	105	837	20	341	1061	2963	1170	815	393	245886	1139	9419	1133
GSAP	5809	1171	1162	2071	874	4	48	143	108	1451	853	648	3244	1214	6072	168
PTPN12	6158	3947	5006	6177	9951	340	2715	1947	3506	6473	4512	9166	32056	6528	50146	833
RSBN1L	5111	7029	6013	4732	5298	2349	371	493	947	5880	3919	4871	3217	6038	7277	849
TMEM60	628	820	630	737	1565	226	272	416	1258	893	819	1778	1655	1076	857	208
PHTF2	4165	2780	1335	1051	1067	362	66	48	94	1127	1003	830	1284	970	1389	468
MAGI2	112	6	70	158	282	34	10	5	9	895	188	91	16	768	102	3
GNAI1	104	445	335	3906	6267	40	2784	2776	4224	16237	9566	2849	160	12874	135	1364
CD36	15	43	26	87	1813	87594	40	40	404	101	31	29447	70136	758	207	3475
GNAT3	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
SEMA3C	4	1	0	4	6154	0	0	2	100	639	556	7492	2785	474	49	935
AC005008.2	0	0	0	0	14	0	0	0	0	0	0	115	0	1	0	0
HGF	2	1	0	125	6014	0	1131	1077	1641	199	1570	844	2061	561	3	53
CACNA2D1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
PCLO	5	3	0	885	499	0	120	28	49	1792	572	67	1	1722	13	104
SEMA3E	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SEMA3A	0	38	49	2	6	0	0	0	0	0	12	0	5	0	15	1
SEMA3D	116	0	0	61	19	0	0	0	0	1	2	0	2	4	1	0
GRM3	58	33	19	3	5	0	0	0	0	5	13	5	0	19	20	0
KIAA1324L	1868	1746	1275	635	965	2	39	3	316	1203	659	703	105	1097	1156	170
DMTF1	22342	19642	15130	16199	8603	2402	1148	1160	3091	8016	5566	6429	6863	8136	11568	3864
TMEM243	3951	3065	2218	3106	761	78	124	67	274	796	581	488	1056	1139	915	451
CROT	695	906	587	626	696	11	45	56	35	501	364	736	288	392	1176	195
ABCB4	4300	72	39	112	17	52	8	113	84	59	52	23	4	93	93	91
RUNDC3B	93	147	143	238	44	20	0	2	0	238	48	55	84	92	168	4
ABCB1	2001	888	3384	21	3822	2	208	241	49	9125	2711	1447	6	7212	9080	722
DBF4	1141	1565	1211	2003	1366	2411	67	78	255	864	919	1829	504	899	1177	531
SLC25A40	1519	3465	2507	3728	4638	1468	556	474	1321	3183	3163	4339	6501	3370	2962	898
ADAM22	588	1390	1831	881	3485	57	277	278	57	3950	2245	3050	336	3958	1709	1191
SRI	3187	4678	4438	2936	12270	5066	876	675	1101	8553	5426	11662	4094	9359	4279	1884
STEAP4	0	2	4	2	7	8	0	0	0	1	4	34	5535	49	55	0
ZNF804B	0	0	0	0	28	0	0	0	0	109	0	34	0	162	0	0
C7orf62	0	0	0	0	2	0	0	0	0	49	0	17	0	77	0	0
STEAP1	13	0	0	0	3	0	0	0	0	1	1	1	0	2	0	0
STEAP2	1	1	0	8	1	0	0	0	0	73	79	1	0	33	0	1
C7orf63	2	11	5	3	78	5	3	0	2	142	85	69	1	107	1	1
GTPBP10	2222	3313	2793	2004	2295	632	144	185	584	2314	1488	3175	912	2457	2201	205
CLDN12	95	70	54	215	260	2	36	13	62	473	285	145	37	519	10	92
CDK14	10176	54	7	3478	3258	45	366	329	1229	1916	2254	3572	1363	2258	94	970
FZD1	26	57	0	820	1693	386	205	223	551	2229	1131	658	3501	2162	62	467
MTERF	3319	3178	2514	1855	2636	592	365	138	1693	2151	1424	3490	1847	2164	2920	1183
AKAP9	14445	16433	13533	18473	15208	12607	2765	1963	4473	13686	10419	16059	15120	15640	19547	15583
CYP51A1	33	24	6	11	22	1	14	1	1	60	20	50	17	57	13	19
LRRD1	3	2	3	4	3	4	0	2	0	13	2	1	0	28	0	0
KRIT1	4404	5544	4822	3971	4431	3755	560	286	387	4703	3089	6061	2829	4935	4974	981
ANKIB1	5429	7920	6008	5118	5654	1197	524	503	1381	5426	3070	6898	7290	5248	8169	1355
GATAD1	1668	1112	1104	417	2642	266	345	371	671	2675	1305	3270	2045	2956	1222	532
ERVW-1	88	77	59	68	37	4	0	4	13	125	47	49	50	152	175	13
PEX1	1537	3528	2692	1989	2935	443	328	400	535	2122	1496	3632	1289	2327	2521	395
RBM48	3755	4886	4554	1345	2780	810	148	276	292	2971	1270	2830	1933	3369	3065	392
FAM133B	1504	1548	1312	1206	1277	1412	178	76	177	1125	781	1663	933	1237	1177	224
CDK6	8754	15396	12677	89062	323456	3225	36283	36092	45753	134950	151477	291084	3088	248837	13711	17800
SAMD9	14193	16899	14876	9494	8000	23613	490	617	1512	8992	6167	7941	8327	11181	28063	1588
SAMD9L	12407	8473	7433	5763	5014	2776	382	365	910	7803	4264	4928	8788	7742	18021	224
HEPACAM2	0	4	1	8	2	5781	0	0	0	1	0	54	2	0	1	0
CCDC132	2909	2808	2428	1956	1960	3298	75	92	171	1483	1405	4348	2489	1793	2888	307
CALCR	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
GNGT1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
TFPI2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNG11	35	1	0	1591	176	0	0	0	0	489	172	44	4	559	0	6
BET1	473	482	424	452	556	97	33	29	10	368	391	621	361	480	248	36
COL1A2	15	3	3	5	1	1	0	2	0	2	2	1	0	1	0	0
CASD1	2079	2039	1762	1998	1942	45	68	82	326	1928	1131	1533	451	2229	1801	250
SGCE	1689	64	116	26	11	0	1	0	0	67	8	5	1	51	63	0
PEG10	7123	152	168	647	268	13	5	0	0	35	12	15	2	41	69	32
PPP1R9A	579	1	33	94	2082	55	111	178	582	3072	1384	1779	0	2617	1250	18
PON1	22	0	1	1	1	0	2	0	0	37	4	21	0	22	18	0
PON3	1	1	2	0	0	0	0	0	0	5	0	5	0	0	0	0
PON2	204	191	215	597	1245	218	32	72	52	969	642	1274	557	832	632	157
ASB4	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
AC002451.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDK4	488	0	1	6	13	5	0	0	26	146	12	73	4495	146	44	9
DYNC1I1	2	0	1	3	117	0	12	1	14	102	54	104	2	141	1	2
SLC25A13	904	611	512	635	2335	231	156	224	231	1450	1016	3668	1817	1772	442	453
C7orf76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHFM1	1471	2308	1992	4358	5090	1619	2787	2759	4884	3190	4274	4042	2226	3995	2400	4777
DLX6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
DLX5	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	1
ACN9	456	1004	893	922	1294	248	54	43	136	762	847	2145	553	867	595	65
TAC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASNS	869	2003	984	310	819	419	28	69	126	728	290	1087	108	665	802	132
OCM2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LMTK2	1142	4577	3069	1457	2869	1765	166	345	827	3191	1121	3452	5999	3233	2172	1350
BHLHA15	120	2	1	0	0	0	0	0	0	0	2	0	1	2	1	1
TECPR1	258	1192	377	10	398	15	16	71	357	198	181	485	937	344	306	414
BRI3	338	477	233	98	712	31	257	498	405	587	277	440	5290	862	155	931
BAIAP2L1	95	124	80	10	105	0	18	26	69	98	75	30	528	147	32	119
NPTX2	0	0	0	1	15	0	9	4	1	79	196	1	0	19	0	64
TMEM130	0	0	1	1	7	0	3	0	0	367	0	4	2	257	0	0
TRRAP	10270	13385	7520	5620	15220	1040	2646	3466	6701	11648	7833	15354	9664	14503	6912	8860
SMURF1	728	963	547	651	637	32	302	102	115	852	430	721	1014	731	720	360
KPNA7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ARPC1A	795	1079	851	453	2234	874	236	783	1135	1050	859	2370	2236	1453	661	899
ARPC1B	1192	2458	2039	299	4119	13	1953	2895	5198	1999	1740	2543	15552	2984	2341	4048
BUD31	789	1736	1247	805	1915	481	169	120	37	1086	805	1512	1460	1718	1077	964
PDAP1	1149	2342	1406	772	2521	552	1893	2383	3193	1685	1356	3532	2477	2427	1427	7755
CPSF4	448	568	326	230	1225	192	371	413	590	643	407	1323	560	652	368	1003
AC073063.1	2	4	3	2	13	1	1	0	0	2	2	3	7	4	0	0
PTCD1	209	363	253	76	294	6	109	73	105	226	126	486	496	371	169	156
ATP5J2-PTCD1	0	1	0	0	5	1	0	0	0	2	1	1	1	3	0	0
ATP5J2	550	744	644	785	2282	1049	1279	1524	2311	785	1163	2730	1603	1179	771	938
ZNF789	2317	2189	1461	834	1202	320	196	166	307	794	693	980	1076	824	1218	381
ZNF394	3917	6770	5375	1311	3965	786	506	416	1103	4229	1625	3342	5006	5077	4276	1432
ZKSCAN5	978	1297	996	1087	1460	539	132	248	259	1215	1088	1487	1025	1207	1596	593
ZNF655	8729	10147	8886	4694	4791	570	656	674	1530	3115	3091	4702	7621	3802	9393	1724
FAM200A	333	615	497	585	257	150	16	40	5	250	299	505	280	295	455	93
GS1-259H13.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSCAN25	1344	3037	2941	962	2385	407	342	536	737	1873	1052	3068	1844	2296	1447	976
CYP3A5	269	464	512	132	237	142	24	2	6	256	219	227	200	396	410	37
CYP3A7	65	80	74	18	27	4	0	0	0	47	13	17	13	25	73	5
CYP3A4	12	36	45	1	7	4	0	0	0	12	3	0	1	31	9	1
CYP3A43	2	14	1	3	3	15	0	0	1	2	1	2	0	1	10	1
OR2AE1	7	13	17	0	1	0	0	0	0	0	0	0	0	1	7	0
TRIM4	5236	7501	5961	2275	3845	815	897	369	1185	3604	2346	3669	4689	4126	3662	1724
GJC3	1	26	16	1	15	2	0	0	3	33	25	36	6	25	1	0
AZGP1	0	0	0	0	18	0	0	0	0	0	0	26	0	0	0	0
ZKSCAN1	10417	13917	10896	9284	25529	1148	2690	2525	4181	30064	14540	19832	11849	30015	9029	5372
ZSCAN21	328	225	197	155	398	251	19	28	43	448	268	490	288	494	222	193
ZNF3	1478	1549	1163	1038	2718	692	526	257	171	2187	1082	2816	969	2422	858	556
COPS6	3480	4246	2591	2028	7005	1542	2748	2716	2924	3983	3465	7077	5014	5438	2780	2630
AP4M1	29	26	21	20	106	26	24	20	39	82	142	307	83	256	43	77
MCM7	1204	1523	1302	1959	13620	2189	3648	4410	7323	3749	5276	14635	984	6048	962	6771
CNPY4	182	1264	908	251	486	342	50	46	60	362	228	547	323	240	789	236
TAF6	432	652	422	90	882	62	126	172	29	871	221	1163	648	702	292	314
MBLAC1	32	49	58	41	169	43	0	74	202	33	27	133	77	81	55	41
LAMTOR4	663	2149	1323	112	2695	22	605	861	1529	1606	949	2019	3997	2176	786	1497
C7orf43	586	617	350	68	386	11	72	110	414	242	106	306	780	304	220	260
GAL3ST4	49	865	401	44	28	0	8	159	34	36	6	7	58	97	20	176
GPC2	7	21	23	68	25	0	8	1	0	3	9	17	11	5	2	24
STAG3	1373	437	344	1275	457	89	34	45	200	306	184	269	164	292	521	166
PVRIG	6	17	11	9	3	1	0	0	0	5	2	3	8	10	19	0
GATS	128	200	182	214	231	22	6	6	5	49	80	148	70	103	336	27
SPDYE3	731	944	792	721	1307	48	105	146	620	891	621	1192	423	1356	709	477
PILRB	1214	1471	972	356	458	74	355	325	328	582	246	603	879	731	1360	782
PILRA	154	70	31	11	345	1	44	170	145	52	61	84	23457	99	166	24
MEPCE	1090	844	388	141	1343	74	322	300	93	1342	457	1757	721	1331	384	553
ZCWPW1	234	183	135	60	156	4	9	115	168	203	147	136	754	412	121	129
PPP1R35	67	93	40	9	120	5	15	96	3	114	66	183	61	162	47	144
C7orf61	1	8	3	7	12	1	8	0	0	9	10	5	6	9	6	0
TSC22D4	191	162	175	91	176	15	96	190	145	162	181	296	476	291	291	78
NYAP1	0	1	0	0	0	0	0	0	15	0	0	1	0	0	0	0
AGFG2	147	1169	899	100	251	102	27	56	832	308	244	955	156	546	721	332
SAP25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO24	7	36	10	41	9	0	3	2	210	19	10	10	41	13	40	68
LRCH4	336	756	384	103	914	7	693	1105	2206	576	473	650	1462	1088	355	1356
PCOLCE	7	37	8	4	15	0	1	0	52	36	2	35	23	12	33	77
MOSPD3	112	635	440	25	685	10	454	170	771	397	318	1321	1229	797	370	340
TFR2	16	39	51	0	2917	554	24	336	49	166	77	11482	27	541	30	18
ACTL6B	0	1	2	0	1	0	0	0	0	5	2	6	0	2	1	0
GNB2	227	391	254	22	826	32	215	276	674	657	222	1050	2009	689	291	917
GIGYF1	214	440	247	82	757	24	324	367	162	426	215	665	616	701	245	480
POP7	60	219	118	162	491	127	76	49	40	159	285	980	288	267	237	152
EPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A9	853	655	373	37	359	2	518	277	1906	474	473	684	2779	553	333	2413
EPHB4	6	53	23	10	252	34	28	42	630	226	214	2235	75	439	2	51
TRIP6	45	216	200	162	2078	9	256	561	1835	3016	1879	4018	348	3183	7	1076
SRRT	915	1473	997	646	4021	377	1588	2058	2054	1920	1579	4656	2079	2871	712	4640
UFSP1	1	16	8	4	9	4	0	0	0	4	3	11	0	9	1	4
ACHE	0	0	0	0	0	268	0	0	0	0	0	38	1	4	0	0
MUC3A	0	0	1	3	1	0	85	0	0	6	1	0	0	0	2	9
MUC12	0	16	21	0	8	0	0	0	0	1	0	3	14	4	31	0
MUC17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM56	1717	2269	1716	634	1871	217	204	620	854	1849	716	2263	2138	2239	1993	459
SERPINE1	0	0	2	56	608	2	1	17	36	145	352	581	12	400	3	23
AP1S1	19	19	22	12	89	2	14	37	27	41	71	110	62	102	30	33
VGF	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAT16	0	0	0	18	0	0	0	0	0	1	0	0	0	4	0	0
MOGAT3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ZNHIT1	219	554	351	256	1410	124	183	149	249	565	651	1528	1214	1128	522	495
PLOD3	156	589	252	30	1706	107	840	1331	1486	692	693	1614	3011	1310	390	3179
CLDN15	38	172	61	15	303	20	59	151	0	431	169	167	51	459	20	78
FIS1	807	1743	1449	141	1756	523	51	135	67	2216	579	2622	1418	3138	561	164
RABL5	524	275	190	835	994	334	154	201	747	654	711	1059	23	686	156	359
MYL10	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	5
CUX1	7430	6232	5037	10198	27711	1999	6548	8585	20479	21139	14334	23009	31051	28281	6739	27036
SH2B2	26	2	4	0	14	0	13	1	0	4	5	4	95	7	0	8
PRKRIP1	890	1146	699	359	860	150	328	95	1122	452	388	912	1078	651	747	745
ORAI2	2717	583	466	164	4291	3	284	345	1344	1870	1215	3293	1694	3195	817	1266
ALKBH4	67	70	33	23	85	7	0	28	0	64	82	225	87	76	46	22
LRWD1	68	104	68	7	159	5	32	15	0	69	55	278	162	145	99	122
POLR2J	173	465	211	170	674	197	856	775	2949	358	274	657	749	519	250	663
RASA4B	13	20	10	0	11	0	3	0	3	28	9	6	17	21	2	0
SPDYE2	53	88	48	44	25	43	1	13	25	31	11	49	81	30	69	54
POLR2J3	112	253	132	70	145	30	41	34	61	93	119	146	267	122	221	106
RP11-514P8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RASA4	20	69	19	17	57	0	13	0	10	34	18	25	61	104	11	18
UPK3BL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-514P8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE2B	7	19	14	7	6	7	0	1	0	8	6	7	14	3	14	3
POLR2J2	0	0	2	2	0	2	0	0	0	0	1	0	0	2	3	0
FAM185A	250	399	299	216	375	64	42	37	26	329	407	539	166	506	245	57
LRRC17	22	13	13	30	6	0	0	7	22	21	48	18	3	16	6	0
FBXL13	135	174	185	260	153	27	15	62	1	194	185	240	82	152	76	15
ARMC10	1363	1882	1340	1182	3508	1101	500	448	1398	1668	1615	4024	1529	2462	1313	875
NAPEPLD	1340	1719	1412	771	1525	2697	115	144	279	1360	960	2000	886	1379	1534	272
PMPCB	4927	8217	6303	5097	10866	3007	651	1359	1992	8604	5776	11650	5240	10504	4476	2049
PSMC2	3294	7539	4981	5113	10463	6426	2339	2145	4433	7487	4868	13515	7235	8844	5378	4815
DNAJC2	3251	4913	4390	3794	8730	1241	1403	1045	2710	6275	4917	10616	4409	7686	4145	1383
SLC26A5	109	75	56	9	51	22	3	3	37	86	48	27	64	54	18	15
RELN	0	0	4	0	1	1359	1	0	2	0	0	1	0	0	0	0
ORC5	778	1349	969	921	848	543	28	34	19	659	586	1490	373	678	1167	53
LHFPL3	0	4	1	1	0	0	0	0	0	1	0	2	0	3	1	0
KMT2E	46406	55024	42717	29849	24939	13846	7314	7080	13428	24530	14250	21706	31648	29107	45696	11663
SRPK2	4723	6242	4645	2150	4971	194	539	555	1115	3266	2238	4748	6429	3365	9373	2082
PUS7	441	806	709	701	5166	58	537	631	717	1839	2169	8993	582	2717	487	248
RINT1	1347	1740	1408	1082	2513	659	322	343	391	1247	1498	2628	870	1768	1263	410
EFCAB10	48	86	42	33	67	5	2	0	0	44	41	118	42	60	67	2
ATXN7L1	3814	10191	4471	1974	4961	89	2477	1758	2316	4105	1754	4494	4851	4643	3974	608
CDHR3	1308	671	274	10	5	0	0	3	0	9	1	18	0	7	718	0
SYPL1	7493	4151	2801	5964	11929	523	1676	1764	2037	14168	6263	7927	4167	16132	1111	1237
NAMPT	3767	3691	3134	2460	11819	261	1587	1356	1826	9931	3640	5970	53759	9029	2522	952
CCDC71L	647	488	440	690	497	1024	58	39	101	437	288	463	385	629	355	130
PIK3CG	11705	7620	7964	15524	10487	12	3099	4209	9278	14859	9750	3729	15044	14601	18397	7631
PRKAR2B	44	189	164	800	13493	16870	265	537	1514	2727	1547	39299	1578	4035	164	2735
HBP1	10605	12408	9528	4931	5196	3763	548	538	1146	5558	2347	4812	8520	5909	7940	1596
GPR22	84	116	93	31	103	24	0	2	3	56	35	50	50	45	86	28
DUS4L	696	1173	935	366	650	36	96	37	166	557	450	827	371	903	369	156
COG5	4790	7020	5645	2820	7381	1095	492	816	1765	5554	3984	8881	7733	6403	5130	1172
BCAP29	3510	2209	1823	1633	5329	4568	282	462	1008	3834	2243	6616	3440	4497	2530	1137
SLC26A4	21	16	20	2	13	49	2	0	0	3	107	13	8	34	15	1
CBLL1	8058	13158	8105	8338	10209	4046	2858	3787	3240	6553	4232	29667	8163	7004	9065	4016
SLC26A3	4	29	31	3	1	26	1	0	0	2	2	8	4	5	46	0
